13, 201359, 0.023227548953409838
116, 10397, 0.002029981261711389
267, 1256452, 0.0075958586962177055
476, 1491895, 0.002265191971855929
615, 98713, 0.002125398512221044
893, 922184, 0.0031296572280178347
1199, 10661, 0.0021612478857357953
1288, 276101, 0.0028379091869060735
1583, 1197518, 0.0025379863082317655
1968, 3732271, 0.0037173519524178467
2988, 479863, 0.007349782847325015
3043, 1197518, 0.004089852827265705
3153, 252000, 0.0033207881337170564
3171, 174728, 0.0028019925280199365
3474, 2711488, 0.003481540581707354
3560, 541136, 0.0028142589118198558
4279, 2357112, 0.002916224814422108
4323, 3293881, 0.0026196869474097717
5190, 131527, 0.002610441767068261
5445, 1386886, 0.0025626944902068516
5486, 223092, 0.0028818443804035088
5987, 2357112, 0.0035395619792050192
6309, 1863229, 0.0041872203739818925
6521, 138475, 0.004691311690748767
6782, 1447675, 0.002027826282881784
7412, 1983854, 0.0059063136456212195
7432, 2225682, 0.0037123199524823347
7552, 1983854, 0.021536483445837362
8206, 279627, 0.0035313001605136174
8985, 95592, 0.0021008403361344463
9021, 1386886, 0.002987172728870169
9530, 1011995, 0.0028596785326890917
9951, 541136, 0.0028901734104046506
10397, 1144035, 0.0024700290665036206
10661, 674039, 0.002773009375412694
12711, 1774667, 0.002439750074382574
12855, 541136, 0.0022708505367464715
12950, 126014, 0.0026026604973973244
12960, 1679863, 0.005308392315470201
13005, 2357112, 0.0021440129449837864
13249, 1386886, 0.013685152057245076
13302, 2422776, 0.0021238845236117854
13531, 276101, 0.003123170017567789
14065, 1774667, 0.0032585083272990145
14104, 1529630, 0.0033067062976035455
14122, 2357112, 0.0027670792356878637
14343, 1427416, 0.0034961214902218263
14860, 1011995, 0.002289959798483565
14955, 2970947, 0.003609808721629859
15168, 1983854, 0.0026764036781433687
15498, 1863229, 0.0030789209115281713
16076, 366904, 0.002149767108563294
16417, 95810, 0.0022291573785109264
16883, 342852, 0.007276631277585599
17034, 1197518, 0.0052585562412093
17160, 908494, 0.0037152622975181737
17516, 55847, 0.002051901025950542
18393, 276101, 0.005332385353714941
18771, 3832970, 0.0020504058094831246
18936, 1084437, 0.002933528901926774
19068, 1529630, 0.002483948071425268
19563, 1256452, 0.0021924276920481933
19679, 734069, 0.0026640833131509334
20670, 3832970, 0.003091521273339448
20713, 379897, 0.003832133844284491
20860, 1863229, 0.002477914242620116
20862, 2357112, 0.004659781453524858
21234, 605744, 0.0030457919058954896
21886, 126042, 0.0029972752043596618
22656, 2970947, 0.0020533031998456464
23283, 1159478, 0.0030594196663320528
23354, 1197518, 0.003814280226112743
24181, 138475, 0.004565341449495941
24874, 98713, 0.003907234686160832
25646, 1271826, 0.005109708446047523
26428, 1983854, 0.0030199151158994963
27535, 426671, 0.002240566037735814
28169, 2380830, 0.005682463916354186
28804, 119963, 0.006533101045296141
29407, 187606, 0.0023875114784205342
31671, 816620, 0.00296930566584952
33213, 922184, 0.004137455464889084
33518, 149392, 0.0030183422335732235
33708, 140719, 0.0020600353148910733
34088, 1983854, 0.002363910959353843
34211, 126042, 0.002590673575129543
34397, 1159478, 0.008246009638767315
34509, 2069064, 0.008940735694822899
35070, 748858, 0.0024601366742597053
36305, 1030675, 0.0023812960023091856
36565, 1774667, 0.00868987991068737
36723, 922184, 0.0020188425302826163
37213, 829571, 0.003470018196436886
40342, 2711488, 0.0026010877275951527
41071, 1159478, 0.011956861519224704
41661, 224671, 0.002670226969292422
43089, 126042, 0.0029227557411273253
45914, 1159478, 0.002739559235358624
46058, 223092, 0.0027793218454696955
46642, 1774667, 0.009138381201044377
47738, 1386886, 0.004153294317538192
47773, 379897, 0.005837938818401223
50079, 1159478, 0.0033756356022731637
50552, 1144035, 0.002739109226670644
50742, 405017, 0.002595717066839698
53013, 605744, 0.005816312728256445
