source	target	weight
49525708	49608409	.40
49525708	50795697	.51
49525708	50205825	.64
49525708	49506307	.68
49525708	48689930	.57
49525708	48335551	.57
49525708	49837474	.38
49525708	52193274	.87
49525708	50344635	.55
49525708	50120459	.54
49525708	51202130	.82
49525708	49514488	.86
49525708	49002527	.50
49525708	49567172	.23
49525708	49955489	.39
49525708	49136340	.25
49525708	48527171	.56
49525708	50740240	.22
49525708	51489362	.56
49525708	49321000	.54
49525708	49171300	.57
49525708	50387207	.70
49525708	49962542	.69
49525708	49331411	.43
49525708	49553021	.41
49525708	49818415	.58
49525708	49522619	.85
49525708	50289355	.54
49525708	50266035	.57
49525708	48172519	.56
49525708	48898102	.54
49525708	52352941	.55
49525708	49991444	.51
49525708	49186095	.55
49525708	51280090	.56
49525708	50782806	.53
49525708	48298910	.45
49525708	52513097	.96
49525708	49523302	.83
49525708	49511200	.96
49525708	49599509	.66
49525708	49405616	.56
49525708	52541525	.82
49525708	49269814	.55
49525708	49512629	.53
49525708	48399005	.51
49525708	49670545	.57
49525708	49631154	.92
49525708	51797219	.79
49525708	51112703	.57
49525708	50151772	.76
49525708	49153215	.67
49525708	49056723	.96
49525708	49518115	.57
49525708	49834694	.51
49525708	50594507	.24
49525708	49737865	.82
49525708	51125169	.51
49525708	48841742	.80
49525708	48052940	.57
49525708	48351721	.70
49525708	52380615	.56
49525708	49835660	.52
49525708	51450521	.51
49525708	48117511	.62
49525708	49786779	.80
49525708	51080755	.56
49525708	49676155	.74
49525708	50461881	.49
49525708	50089436	.43
49525708	48096905	.87
49525708	49505245	.51
49525708	49891730	.96
49525708	52945041	.73
49525708	49518223	.86
49525708	52470044	.51
49525708	51123197	.51
49525708	52412023	.89
49525708	50146640	.76
49525708	51793345	.67
49525708	50279792	.81
49525708	49280632	.57
49525708	50157690	.49
49525708	50569501	.85
49525708	50313967	.77
49525708	49709023	.43
49525708	50149266	.58
49525708	49752149	.19
49525708	48462550	.96
49525708	49162538	.50
49525708	51240223	.25
49525708	49045393	.75
49525708	48406186	.78
49525708	48072438	.43
49525708	51399634	.57
49525708	52790020	.95
49525708	48759022	.82
49525708	49208772	.71
49525708	50782435	.81
49525708	49837344	.54
49525708	49574127	.82
49525708	48071618	.77
49525708	50586177	.69
49525708	49292487	.81
49525708	49990933	.71
49525708	48249633	.57
49525708	50577437	.72
49525708	49171052	.50
49525708	50117626	.57
49525708	49112190	.78
49525708	48709870	.50
50205646	49186905	.62
50205646	48201729	.63
50205646	49608656	.58
50205646	48257255	.57
50205646	50557234	.56
50205646	48156460	.61
50205646	50647391	.81
50205646	49579961	.12
50205646	48372019	.65
50205646	51853018	.71
50205646	49837474	.36
50205646	50501787	.61
50205646	48641632	.61
50205646	49955489	.36
50205646	48328446	.11
50205646	49141525	.63
50205646	50304156	.59
50205646	48403983	.12
50205646	48347331	.69
50205646	48218065	.54
50205646	48342098	.63
50205646	48814309	.59
50205646	48541801	.58
50205646	48822571	.64
50205646	50552404	.58
50205646	49945649	.10
50205646	49592980	.64
50205646	50087098	.77
50205646	52509602	.11
50205646	51087158	.62
50205646	49094597	.72
50205646	48306694	.67
50205646	48493755	.56
50205646	51726203	.11
50205646	52110869	.55
50205646	48105448	.66
50205646	48952993	.82
50205646	48647534	.59
50205646	50482884	.59
50205646	49188960	.59
50205646	48552343	.42
50205646	48094854	.61
50205646	51476300	.82
50205646	48340341	.60
50205646	48932445	.65
50205646	48235169	.56
50205646	49661521	.10
50205646	48072619	.59
50205646	51146117	.81
50205646	49978705	.65
50205646	49704364	.67
50205646	49745105	.80
50205646	48959098	.72
50205646	50925160	.09
50205646	51252580	.66
50205646	50421287	.80
50205646	48589141	.63
50205646	49932759	.73
50205646	48304305	.62
50205646	49161120	.61
50205646	48729915	.65
50205646	50284753	.66
50205646	48608894	.65
50205646	52584907	.60
50205646	50807507	.75
50205646	50649853	.59
50205646	51402579	.59
50205646	48477949	.67
50205646	49918479	.79
50205646	49964093	.80
50205646	49433936	.62
50205646	50639973	.23
50205646	48750199	.61
50205646	48376580	.64
50205646	50655738	.59
50205646	49743961	.80
50205646	48066517	.64
50205646	50394873	.61
50205646	51279791	.54
50205646	51125013	.77
50205646	49940813	.82
50205646	49162667	.04
50205646	51050257	.62
50205646	48152674	.64
50205646	48340392	.57
50205646	49718346	.77
50205646	48121916	.61
50205646	49127834	.63
50205646	49748063	.81
50205646	49839610	.82
50205646	48720833	.69
50205646	49768770	.86
50205646	52522565	.10
50205646	49836676	.82
49186905	48201729	.81
49186905	49608656	.73
49186905	48257255	.72
49186905	50557234	.71
49186905	48156460	.79
49186905	50647391	.75
49186905	48372019	.86
49186905	51853018	.82
49186905	49837474	.41
49186905	50501787	.79
49186905	48641632	.79
49186905	48905127	.06
49186905	49955489	.42
49186905	49141525	.81
49186905	50304156	.75
49186905	48347331	.79
49186905	48218065	.68
49186905	48342098	.82
49186905	48814309	.76
49186905	48541801	.73
49186905	48822571	.83
49186905	50552404	.73
49186905	49592980	.83
49186905	50087098	.76
49186905	51087158	.81
49186905	49094597	.65
49186905	48306694	.89
49186905	48493755	.70
49186905	48298146	.07
49186905	52110869	.68
49186905	48105448	.87
49186905	48350226	.07
49186905	48952993	.75
49186905	48647534	.75
49186905	50482884	.75
49186905	49188960	.75
49186905	48552343	.49
49186905	48094854	.79
49186905	51476300	.75
49186905	48340341	.88
49186905	48932445	.85
49186905	48235169	.70
49186905	48072619	.74
49186905	51146117	.74
49186905	49978705	.93
49186905	49704364	.63
49186905	49745105	.74
49186905	48959098	.84
49186905	51252580	.87
49186905	50421287	.74
49186905	48589141	.81
49186905	49932759	.66
49186905	48304305	.81
49186905	49161120	.79
49186905	48729915	.85
49186905	50284753	.87
49186905	48608894	.85
49186905	52584907	.77
49186905	50807507	.72
49186905	50649853	.75
49186905	51402579	.76
49186905	48477949	.88
49186905	49918479	.73
49186905	49964093	.74
49186905	49433936	.81
49186905	48750199	.90
49186905	48376580	.96
49186905	50655738	.76
49186905	49743961	.73
49186905	48066517	.72
49186905	50394873	.78
49186905	51279791	.67
49186905	51125013	.74
49186905	49940813	.75
49186905	51050257	.81
49186905	48152674	.83
49186905	48340392	.72
49186905	49718346	.71
49186905	48121916	.79
49186905	49127834	.82
49186905	49748063	.75
49186905	49839610	.75
49186905	48720833	.57
49186905	49768770	.71
49186905	49836676	.75
52625161	48076063	.91
52625161	52520472	.74
52625161	50855622	.65
52625161	48254517	.68
52625161	49717573	.68
52625161	49608409	.31
52625161	48183999	.87
52625161	49880453	.60
52625161	48096184	.77
52625161	48330613	.56
52625161	49436841	.79
52625161	48900892	.59
52625161	50740240	.48
52625161	52584888	.77
52625161	49331411	.35
52625161	49553021	.32
52625161	51478675	.85
52625161	50289355	.30
52625161	52467561	.77
52625161	49110818	.71
52625161	52502189	.83
52625161	48780603	.84
52625161	53749841	.89
52625161	50946420	.79
52625161	48403832	.89
52625161	49984267	.53
52625161	50505042	.55
52625161	49520858	.84
52625161	48383521	.93
52625161	48158249	.62
52625161	49857232	.83
52625161	49510006	.89
52625161	48986999	.57
52625161	50854359	.81
52625161	49654143	.57
52625161	48264118	.59
52625161	51091539	.79
52625161	50193771	.65
52625161	48204141	.83
52625161	48117511	.27
52625161	50089436	.35
52625161	50121333	.88
52625161	48053904	.67
52625161	53010200	.78
52625161	49088847	.60
52625161	50379839	.65
52625161	49316751	.73
52625161	49709023	.35
52625161	50149266	.25
52625161	52524112	.84
52625161	49752149	.52
52625161	52528693	.74
52625161	48072438	.34
52625161	49502600	.82
52625161	49398894	.68
52625161	50387952	.46
52625161	48609069	.64
52625161	50683786	.79
52625161	49507160	.78
52625161	49475177	.55
52625161	53452713	.90
51876818	52352941	.05
51876818	50782806	.05
51876818	50461881	.04
51876818	50313967	.04
51876818	51685490	.08
51876818	50977913	1.00
49518003	52557175	.56
49518003	50558470	.53
49518003	49895280	.88
49518003	48650831	.24
49518003	50236128	.24
49518003	49608409	.54
49518003	50795697	.55
49518003	50205825	.63
49518003	49506307	.47
49518003	48689930	.61
49518003	48335551	.61
49518003	49837474	.40
49518003	52193274	.87
49518003	50344635	.59
49518003	50120459	.58
49518003	51202130	.89
49518003	49514488	.85
49518003	49002527	.53
49518003	49567172	.38
49518003	49955489	.41
49518003	49136340	.27
49518003	48527171	.60
49518003	50740240	.19
49518003	51489362	.60
49518003	49321000	.58
49518003	49171300	.61
49518003	50387207	.53
49518003	49962542	.51
49518003	49331411	.46
49518003	49553021	.43
49518003	49818415	.56
49518003	49522619	.84
49518003	50289355	.41
49518003	50266035	.61
49518003	48172519	.61
49518003	48898102	.58
49518003	52352941	.59
49518003	49991444	.55
49518003	49186095	.59
49518003	51280090	.60
49518003	50782806	.57
49518003	48298910	.48
49518003	52513097	.77
49518003	49523302	.83
49518003	49511200	.76
49518003	49599509	.49
49518003	49405616	.60
49518003	52541525	.89
49518003	49269814	.60
49518003	49512629	.57
49518003	48399005	.72
49518003	49670545	.61
49518003	49631154	.73
49518003	51797219	.86
49518003	51112703	.61
49518003	50151772	.81
49518003	49153215	.50
49518003	49056723	.76
49518003	49518115	.61
49518003	49834694	.55
49518003	50594507	.26
49518003	49737865	.88
49518003	51125169	.55
49518003	48841742	.86
49518003	48052940	.61
49518003	48351721	.93
49518003	52380615	.60
49518003	49835660	.56
49518003	51450521	.73
49518003	48117511	.66
49518003	49786779	.86
49518003	51080755	.61
49518003	49676155	1.00
49518003	50461881	.69
49518003	50089436	.46
49518003	48096905	.87
49518003	49505245	.73
49518003	49891730	.77
49518003	52945041	.78
49518003	49518223	.85
49518003	52470044	.72
49518003	51123197	.55
49518003	52412023	.71
49518003	50146640	.81
49518003	51793345	.51
49518003	50279792	.88
49518003	49280632	.61
49518003	50157690	.52
49518003	50563407	.11
49518003	50569501	.84
49518003	50313967	.82
49518003	49709023	.46
49518003	50149266	.61
49518003	49752149	.20
49518003	48462550	.77
49518003	49162538	.71
49518003	51240223	.27
49518003	49045393	.80
49518003	48406186	.84
49518003	48072438	.45
49518003	51399634	.61
49518003	52790020	.76
49518003	48759022	.89
49518003	49208772	.53
49518003	50782435	.87
49518003	49837344	.58
49518003	49574127	.89
49518003	48071618	.96
49518003	50586177	.92
49518003	49292487	.87
49518003	49990933	.53
49518003	48249633	.61
49518003	50577437	.97
49518003	49171052	.71
49518003	50117626	.61
49518003	49112190	.84
49518003	48709870	.71
48201729	49608656	.74
48201729	48257255	.72
48201729	50557234	.71
48201729	48156460	.93
48201729	50647391	.75
48201729	48372019	.87
48201729	51853018	.83
48201729	49837474	.41
48201729	50501787	.80
48201729	48641632	.79
48201729	49955489	.42
48201729	49141525	.82
48201729	50304156	.76
48201729	48347331	.80
48201729	48218065	.68
48201729	48342098	.83
48201729	48814309	.76
48201729	48541801	.73
48201729	48822571	.84
48201729	50552404	.74
48201729	49592980	.83
48201729	50087098	.71
48201729	51087158	.96
48201729	49094597	.65
48201729	48306694	.90
48201729	48493755	.71
48201729	52110869	.80
48201729	48105448	.88
48201729	48952993	.76
48201729	48647534	.76
48201729	50482884	.76
48201729	49188960	.75
48201729	48552343	.50
48201729	48094854	.80
48201729	51476300	.76
48201729	48340341	.78
48201729	48932445	.86
48201729	48235169	.82
48201729	48072619	.75
48201729	51146117	.75
48201729	49978705	.86
48201729	49704364	.64
48201729	49745105	.74
48201729	48959098	.85
48201729	51252580	.88
48201729	50421287	.74
48201729	48589141	.82
48201729	49932759	.67
48201729	48304305	.81
48201729	49161120	.79
48201729	48729915	.86
48201729	50284753	.88
48201729	48608894	.85
48201729	52584907	.77
48201729	50807507	.85
48201729	50649853	.76
48201729	51402579	.76
48201729	48477949	.89
48201729	49918479	.73
48201729	49964093	.74
48201729	49433936	.81
48201729	48750199	.80
48201729	48376580	.85
48201729	50655738	.76
48201729	49743961	.74
48201729	48066517	.72
48201729	50394873	.79
48201729	51279791	.67
48201729	51125013	.74
48201729	49940813	.76
48201729	51050257	.81
48201729	48152674	.84
48201729	48340392	.85
48201729	49718346	.71
48201729	48121916	.93
48201729	49127834	.83
48201729	49748063	.75
48201729	49839610	.76
48201729	48720833	.57
48201729	49768770	.71
48201729	49836676	.76
52002466	49584185	.07
52002466	49592840	.08
52002466	50718018	.09
48076063	52520472	.77
48076063	50855622	.67
48076063	48254517	.70
48076063	49717573	.71
48076063	49608409	.32
48076063	48183999	.91
48076063	49880453	.62
48076063	48096184	.80
48076063	48330613	.57
48076063	49436841	.82
48076063	48900892	.61
48076063	50740240	.49
48076063	52584888	.80
48076063	49331411	.35
48076063	49553021	.32
48076063	51478675	.89
48076063	50289355	.30
48076063	52467561	.80
48076063	49110818	.73
48076063	52502189	.87
48076063	48780603	.88
48076063	53749841	.93
48076063	50946420	.83
48076063	48403832	.93
48076063	49984267	.55
48076063	50505042	.57
48076063	49520858	.88
48076063	48383521	.97
48076063	48158249	.64
48076063	49857232	.87
48076063	49510006	.93
48076063	48986999	.59
48076063	50854359	.85
48076063	49654143	.59
48076063	48264118	.61
48076063	51091539	.83
48076063	50193771	.68
48076063	48204141	.87
48076063	48117511	.28
48076063	50089436	.35
48076063	50121333	.92
48076063	48053904	.69
48076063	53010200	.81
48076063	49088847	.62
48076063	50379839	.67
48076063	49316751	.75
48076063	49709023	.35
48076063	50149266	.25
48076063	52524112	.88
48076063	49752149	.54
48076063	52528693	.77
48076063	48072438	.35
48076063	49502600	.86
48076063	49398894	.71
48076063	50387952	.48
48076063	48609069	.66
48076063	50683786	.79
48076063	49507160	.81
48076063	49475177	.57
48076063	53452713	.90
48641577	53643962	.97
48641577	52979555	.97
48641577	49088507	.56
48641577	50962572	.31
48641577	49343024	.96
48641577	48125230	.64
48641577	49632291	.76
48641577	49265339	.88
48641577	49526681	.23
48641577	51069552	.55
48641577	48991372	.30
48641577	48062821	.58
48641577	50798592	.25
48641577	48699573	.58
48641577	49446163	.23
48641577	49314386	.60
48641577	51554366	.51
48641577	49092291	.35
48641577	50428842	.60
48641577	48240011	.58
48641577	48859169	.53
48641577	48552343	.36
48641577	50208642	.21
48641577	51017702	.60
48641577	48563650	.59
48641577	50024565	.29
48641577	50694881	.60
48641577	48371604	.61
48641577	48980380	.62
48641577	49017682	.70
48641577	50842115	.31
48641577	50485433	.23
48641577	51383618	.58
48641577	49905882	.27
48641577	48104842	.68
48641577	48433783	.67
48641577	49684857	.39
48641577	50644976	.52
48641577	50217075	.77
48641577	49568073	.58
48641577	48394003	.27
48641577	50605219	.69
48641577	50982408	.67
48641577	49603939	.92
48641577	49148753	.23
48641577	48211891	.95
48641577	49706823	.58
48641577	48395804	.49
48641577	51685490	.56
48641577	51020317	.97
48641577	49053215	.70
48641577	50895806	.58
48641577	49432579	.67
48641577	48714879	.62
48641577	49617486	.60
48641577	48497358	.61
48641577	50290197	.28
48641577	49930680	.80
48641577	52390368	.67
48641577	50873764	.81
48641577	48270127	.93
48279382	51125414	.37
48279382	49473098	.75
48279382	48477861	.56
48279382	50333864	.61
48279382	49811804	.60
48279382	48723637	.64
48279382	48682572	.54
48279382	49083535	.24
48279382	51817913	.27
48279382	49663548	.76
48279382	48363789	.38
48279382	48333959	.61
48279382	48201505	.60
48279382	48133080	.05
48279382	48236765	.65
48279382	49092291	.15
48279382	48767355	.63
48279382	48594851	.89
48279382	48604516	.59
48279382	50840101	.05
48279382	48380892	.93
48279382	50405977	.60
48279382	50131769	.57
48279382	48246348	.50
48279382	52583886	.93
48279382	48125093	.58
48279382	50026939	.40
48279382	48161526	.65
48279382	53245599	.64
48279382	49730100	.35
48279382	48275494	.48
48058827	49415958	.69
48058827	50694913	.67
48058827	48128847	.80
48058827	50292479	.89
48058827	50962572	.68
48058827	48250528	.96
48058827	50845983	.86
48058827	49787673	.96
48058827	48276404	.90
48058827	50209119	.93
48058827	50967309	.75
48058827	50188560	.98
48058827	48283679	.83
48058827	50268300	.73
48058827	51363693	.98
48058827	50233046	.84
48058827	48748066	.74
48058827	48216330	.96
48058827	50519121	.95
48058827	50313296	.85
48058827	50508334	.65
48058827	50280975	.82
48058827	48705555	.97
48058827	50006888	.82
48058827	48797135	.59
48058827	49643536	.68
48058827	50448981	.58
48058827	49526681	.51
48058827	49802163	.96
48058827	50134205	.62
48058827	48991372	.67
48058827	48947314	.83
48058827	49071267	.93
48058827	50798592	.56
48058827	50307628	.66
48058827	51000252	.90
48058827	50455347	.65
48058827	49446163	.52
48058827	53258297	.94
48058827	50279192	.85
48058827	48537188	.74
48058827	49182864	.97
48058827	50230927	.77
48058827	49319272	.97
48058827	50353164	.61
48058827	48525216	.98
48058827	50374194	.87
48058827	48343853	.98
48058827	48996054	.82
48058827	51536262	.73
48058827	48468957	.81
48058827	53578372	.59
48058827	48506606	.86
48058827	48496914	.69
48058827	50924901	.93
48058827	48557390	.72
48058827	49899641	.81
48058827	50208642	.47
48058827	49878988	.97
48058827	50437328	.90
48058827	49078286	.81
48058827	50024565	.65
48058827	50572363	.72
48058827	49701587	.96
48058827	50620434	.71
48058827	48493652	.78
48058827	48182912	.74
48058827	51299944	.98
48058827	50415158	.67
48058827	49145250	.74
48058827	50200859	.86
48058827	50328751	.80
48058827	50203241	.90
48058827	48572621	.65
48058827	50720563	.74
48058827	50842115	.68
48058827	48075688	.95
48058827	48668701	.89
48058827	51013313	.86
48058827	48153669	.98
48058827	50221618	.81
48058827	50306603	.74
48058827	50485433	.51
48058827	51096781	.74
48058827	49905882	.60
48058827	49918503	.95
48058827	49031113	.67
48058827	48521971	.87
48058827	48436145	.97
48058827	48802074	.94
48058827	50462402	.64
48058827	49102724	.66
48058827	48092880	.98
48058827	49776562	.83
48058827	48394003	.60
48058827	50228138	.90
48058827	52047548	.92
48058827	49537782	.71
48058827	50192815	.70
48058827	50772529	.85
48058827	51605737	.90
48058827	50270330	.74
48058827	50220854	.91
48058827	48183677	.84
48058827	50222738	.85
48058827	48187362	.66
48058827	48579863	.98
48058827	49030977	.67
48058827	50165010	.71
48058827	49148753	.52
48058827	48048299	.74
48058827	51009331	.74
48058827	50232874	.98
48058827	48626005	.81
48058827	48184107	.64
48058827	50970446	.66
48058827	48280400	.81
48058827	52607924	.75
48058827	50174584	.74
48058827	53096996	.73
48058827	50013398	.97
48058827	49811177	.88
48058827	48226868	.74
48058827	48100238	.72
48058827	50290197	.62
48058827	48970553	.94
48058827	49840152	.61
48058827	50333003	.73
48420468	49206280	.17
53643962	52979555	.97
53643962	49088507	.56
53643962	50962572	.31
53643962	49343024	.96
53643962	48125230	.64
53643962	49632291	.76
53643962	49265339	.88
53643962	49526681	.23
53643962	51069552	.55
53643962	48991372	.30
53643962	48062821	.58
53643962	50798592	.25
53643962	48699573	.58
53643962	49446163	.23
53643962	49314386	.60
53643962	51554366	.51
53643962	49092291	.35
53643962	50428842	.60
53643962	48240011	.58
53643962	48859169	.53
53643962	48552343	.36
53643962	50208642	.21
53643962	51017702	.60
53643962	48563650	.59
53643962	50024565	.29
53643962	50694881	.60
53643962	48371604	.61
53643962	48980380	.62
53643962	49017682	.70
53643962	50842115	.31
53643962	50485433	.23
53643962	51383618	.58
53643962	49905882	.27
53643962	48104842	.68
53643962	48433783	.67
53643962	49684857	.39
53643962	50644976	.52
53643962	50217075	.77
53643962	49568073	.58
53643962	48394003	.27
53643962	50605219	.69
53643962	50982408	.67
53643962	49603939	.92
53643962	49148753	.23
53643962	48211891	.95
53643962	49706823	.58
53643962	48395804	.49
53643962	51685490	.56
53643962	51020317	.97
53643962	49053215	.70
53643962	50895806	.58
53643962	49432579	.67
53643962	48714879	.62
53643962	49617486	.60
53643962	48497358	.61
53643962	50290197	.28
53643962	49930680	.80
53643962	52390368	.67
53643962	50873764	.81
53643962	48270127	.93
52979555	49088507	.56
52979555	50962572	.31
52979555	49343024	.96
52979555	48125230	.64
52979555	49632291	.76
52979555	49265339	.88
52979555	49526681	.23
52979555	51069552	.55
52979555	48991372	.30
52979555	48062821	.58
52979555	50798592	.25
52979555	48699573	.58
52979555	49446163	.23
52979555	49314386	.60
52979555	51554366	.51
52979555	49092291	.35
52979555	50428842	.60
52979555	48240011	.58
52979555	48859169	.53
52979555	48552343	.36
52979555	50208642	.21
52979555	51017702	.60
52979555	48563650	.59
52979555	50024565	.29
52979555	50694881	.60
52979555	48371604	.61
52979555	48980380	.62
52979555	49017682	.70
52979555	50842115	.31
52979555	50485433	.23
52979555	51383618	.58
52979555	49905882	.27
52979555	48104842	.68
52979555	48433783	.67
52979555	49684857	.39
52979555	50644976	.52
52979555	50217075	.77
52979555	49568073	.58
52979555	48394003	.27
52979555	50605219	.69
52979555	50982408	.67
52979555	49603939	.92
52979555	49148753	.23
52979555	48211891	.95
52979555	49706823	.58
52979555	48395804	.49
52979555	51685490	.56
52979555	51020317	.97
52979555	49053215	.70
52979555	50895806	.58
52979555	49432579	.67
52979555	48714879	.62
52979555	49617486	.60
52979555	48497358	.61
52979555	50290197	.28
52979555	49930680	.80
52979555	52390368	.67
52979555	50873764	.81
52979555	48270127	.93
52520472	50855622	.57
52520472	48254517	.60
52520472	49717573	.60
52520472	49608409	.29
52520472	48183999	.74
52520472	49880453	.53
52520472	48096184	.67
52520472	51075843	.10
52520472	48330613	.50
52520472	49436841	.84
52520472	48900892	.53
52520472	50740240	.44
52520472	50215936	.07
52520472	52584888	.81
52520472	49331411	.32
52520472	49553021	.30
52520472	51478675	.73
52520472	50289355	.28
52520472	52467561	.81
52520472	49110818	.62
52520472	52502189	.87
52520472	48780603	.72
52520472	53749841	.75
52520472	50946420	.69
52520472	48403832	.75
52520472	49984267	.48
52520472	50505042	.50
52520472	49520858	.72
52520472	48383521	.79
52520472	48158249	.55
52520472	49857232	.71
52520472	49510006	.75
52520472	48986999	.51
52520472	50854359	.87
52520472	49654143	.52
52520472	48264118	.53
52520472	51091539	.69
52520472	50193771	.58
52520472	48204141	.71
52520472	48117511	.26
52520472	50089436	.32
52520472	50121333	.75
52520472	48053904	.73
52520472	53010200	.68
52520472	49088847	.53
52520472	50379839	.57
52520472	49316751	.64
52520472	49709023	.32
52520472	50149266	.24
52520472	52524112	.88
52520472	49752149	.48
52520472	52528693	1.00
52520472	48072438	.32
52520472	49502600	.71
52520472	49398894	.72
52520472	52511778	.09
52520472	50387952	.51
52520472	48609069	.57
52520472	50683786	.66
52520472	49507160	.68
52520472	49475177	.50
52520472	53452713	.73
48997079	48187964	.52
48997079	48147356	.32
48997079	50942353	.32
48997079	51279791	.07
48997079	48092353	.44
48997079	48275494	.19
48997079	49507160	.11
49415958	50694913	.52
49415958	48128847	.63
49415958	50292479	.65
49415958	50962572	.53
49415958	48250528	.69
49415958	50845983	.63
49415958	49787673	.69
49415958	48276404	.66
49415958	50209119	.67
49415958	50967309	.57
49415958	50188560	.70
49415958	48283679	.62
49415958	50268300	.56
49415958	51363693	.69
49415958	50233046	.62
49415958	48125230	.11
49415958	48748066	.57
49415958	48216330	.69
49415958	50519121	.68
49415958	50313296	.63
49415958	50508334	.68
49415958	50280975	.61
49415958	48705555	.69
49415958	50006888	.62
49415958	48797135	.47
49415958	53578201	.28
49415958	48987512	.12
49415958	49643536	.71
49415958	50448981	.63
49415958	49526681	.42
49415958	49802163	.69
49415958	50134205	.65
49415958	48991372	.52
49415958	48947314	.62
49415958	48345315	.12
49415958	51960171	.14
49415958	49071267	.68
49415958	50798592	.45
49415958	50307628	.52
49415958	51000252	.66
49415958	50455347	.52
49415958	50243901	.11
49415958	49446163	.43
49415958	53258297	.68
49415958	50279192	.63
49415958	48537188	.57
49415958	49182864	.70
49415958	50230927	.59
49415958	49319272	.70
49415958	50353164	.49
49415958	48525216	.70
49415958	50374194	.64
49415958	51554366	.21
49415958	49092291	.08
49415958	50782463	.12
49415958	48343853	.70
49415958	48996054	.62
49415958	51536262	.56
49415958	48981833	.13
49415958	48468957	.61
49415958	48778619	.14
49415958	53578372	.62
49415958	48506606	.64
49415958	48496914	.54
49415958	50924901	.68
49415958	48557390	.56
49415958	49899641	.61
49415958	50208642	.40
49415958	49878988	.70
49415958	50316693	.27
49415958	50437328	.66
49415958	49078286	.61
49415958	50024565	.51
49415958	50572363	.56
49415958	49701587	.69
49415958	50620434	.76
49415958	48493652	.59
49415958	49661521	.12
49415958	50597159	.28
49415958	48182912	.57
49415958	51299944	.70
49415958	50415158	.52
49415958	49145250	.57
49415958	50200859	.63
49415958	50328751	.60
49415958	50203241	.66
49415958	48572621	.52
49415958	50720563	.57
49415958	48980380	.11
49415958	50140966	.12
49415958	50842115	.53
49415958	48075688	.68
49415958	48668701	.65
49415958	51013313	.63
49415958	48153669	.70
49415958	48228702	.15
49415958	50221618	.61
49415958	50306603	.57
49415958	50485433	.42
49415958	51383618	.10
49415958	51096781	.57
49415958	50722133	.11
49415958	49905882	.48
49415958	49918503	.68
49415958	49031113	.53
49415958	48521971	.64
49415958	48433783	.11
49415958	48436145	.70
49415958	48802074	.68
49415958	50462402	.67
49415958	49684857	.19
49415958	49102724	.52
49415958	48092880	.70
49415958	49776562	.62
49415958	48394003	.48
49415958	50228138	.66
49415958	50605219	.10
49415958	52047548	.67
49415958	50173080	.14
49415958	49537782	.73
49415958	50192815	.54
49415958	50772529	.63
49415958	51605737	.66
49415958	50270330	.57
49415958	50220854	.67
49415958	48183677	.62
49415958	50222738	.63
49415958	48187362	.52
49415958	48579863	.70
49415958	49030977	.53
49415958	50165010	.74
49415958	49148753	.73
49415958	48048299	.57
49415958	51009331	.57
49415958	50232874	.70
49415958	48626005	.61
49415958	48184107	.51
49415958	48910876	.23
49415958	48985780	.13
49415958	50970446	.52
49415958	48280400	.85
49415958	52607924	.59
49415958	50174584	.57
49415958	49432579	.11
49415958	53096996	.56
49415958	50013398	.69
49415958	49811177	.65
49415958	48226868	.57
49415958	48100238	.56
49415958	48147896	.27
49415958	50290197	.49
49415958	50093144	.13
49415958	48970553	.68
49415958	49840152	.49
49415958	50448272	.11
49415958	50333003	.56
49608656	48257255	.66
49608656	50557234	.65
49608656	48156460	.71
49608656	50647391	.68
49608656	48372019	.77
49608656	51853018	.74
49608656	49837474	.39
49608656	50501787	.92
49608656	48641632	.91
49608656	49955489	.40
49608656	49141525	.74
49608656	50304156	.69
49608656	48347331	.72
49608656	48218065	.62
49608656	48342098	.74
49608656	48814309	.69
49608656	48541801	.67
49608656	48822571	.75
49608656	50552404	1.00
49608656	49592980	.75
49608656	50087098	.65
49608656	51087158	.73
49608656	49094597	.60
49608656	48306694	.80
49608656	48493755	.64
49608656	52110869	.63
49608656	48105448	.79
49608656	48952993	.69
49608656	48647534	.97
49608656	50482884	.88
49608656	49188960	.96
49608656	48552343	.46
49608656	48094854	.92
49608656	51476300	.69
49608656	48340341	.83
49608656	48932445	.77
49608656	48235169	.64
49608656	48072619	.68
49608656	51146117	.68
49608656	49978705	.77
49608656	49704364	.59
49608656	49745105	.67
49608656	48959098	.76
49608656	51252580	.79
49608656	50421287	.67
49608656	48589141	.74
49608656	49932759	.61
49608656	48304305	.73
49608656	49161120	.91
49608656	48729915	.77
49608656	50284753	.79
49608656	48608894	.76
49608656	52584907	.70
49608656	50807507	.66
49608656	50649853	.97
49608656	51402579	.69
49608656	48477949	.79
49608656	49918479	.67
49608656	49964093	.67
49608656	49433936	.73
49608656	48750199	.72
49608656	48376580	.76
49608656	50655738	.69
49608656	49743961	.67
49608656	48066517	.83
49608656	50394873	.91
49608656	51279791	.62
49608656	51125013	.67
49608656	49940813	.69
49608656	51050257	.73
49608656	48152674	.75
49608656	48340392	.66
49608656	49718346	.65
49608656	48121916	.71
49608656	49127834	.74
49608656	49748063	.68
49608656	49839610	.69
49608656	48720833	.53
49608656	49768770	.65
49608656	49836676	.69
50694913	48128847	.59
50694913	50292479	.63
50694913	50962572	.52
50694913	48250528	.67
50694913	50845983	.62
50694913	49787673	.67
50694913	48276404	.64
50694913	50209119	.66
