source	target	weight
48078018	50089436	.55
48078018	48096905	.46
48078018	49505245	.69
48078018	49891730	.51
48078018	50696931	.12
48078018	52945041	.52
48078018	49518223	.56
48078018	50701321	.13
48078018	52470044	.68
48078018	51123197	.69
48078018	52412023	.47
48078018	50146640	.54
48078018	49586341	.16
48078018	51793345	.62
48078018	50279792	.58
48078018	49280632	.79
48078018	50157690	.65
48078018	50569501	.45
48078018	50313967	.55
48078018	49709023	.55
48078018	51215836	.12
48078018	50149266	.41
48078018	52424462	.14
48078018	48462550	.51
48078018	49162538	.67
48078018	49045393	.56
48078018	48406186	.56
48078018	48072438	.54
48078018	51399634	.79
48078018	52790020	.50
48078018	48759022	.58
48078018	49208772	.66
48078018	50782435	.58
48078018	49720178	.13
48078018	49837344	.74
48078018	49574127	.58
48078018	48071618	.51
48078018	50586177	.49
48078018	49292487	.57
48078018	49990933	.66
48078018	48249633	.79
48078018	50577437	.51
48078018	52390368	.11
48078018	49171052	.67
48078018	50117626	.79
48078018	49112190	.55
48078018	48709870	.67
49739299	49970970	.09
49739299	48550955	.15
49739299	49324366	.20
49739299	50843655	.09
49739299	49088507	.25
49739299	48665392	.66
49739299	49184471	.66
49739299	49949548	.20
49739299	48143129	.13
49739299	48506610	.97
49739299	48293920	.27
49739299	49410921	.16
49739299	48240011	.28
49739299	48406628	.97
49739299	48552343	.09
49739299	48613992	.79
49739299	49141874	.66
49739299	50140966	.18
49739299	49641293	.41
49739299	51013313	.08
49739299	49572786	.26
49739299	49905882	.07
49739299	49031113	.08
49739299	48521971	.07
49739299	50644976	.10
49739299	48101046	.53
49739299	48228724	.58
49739299	50982408	.14
49739299	48956465	.30
49739299	49030977	.08
49739299	50895806	.28
49739299	48481003	.21
49739299	48714879	.14
49739299	50290197	.07
49739299	48472771	.96
49739299	48248832	.51
49970970	49699411	.83
49970970	48368818	.66
49970970	49123932	.66
49970970	49831485	.64
49970970	49522542	.73
49970970	48649987	.13
49970970	50229130	.72
49970970	50607264	.75
49970970	48541270	.52
49970970	48731933	.75
49970970	48900860	.56
49970970	49552258	.55
49970970	48298361	.63
49970970	50190337	.70
49970970	48268074	.60
49970970	50780419	.59
49970970	50843655	.83
49970970	48058827	.73
49970970	49415958	.56
49970970	50694913	.55
49970970	49088507	.07
49970970	48128847	.64
49970970	50292479	.69
49970970	50962572	.56
49970970	48250528	.73
49970970	50845983	.67
49970970	49787673	.73
49970970	48276404	.70
49970970	50209119	.72
49970970	50967309	.60
49970970	50188560	.75
49970970	48283679	.88
49970970	50268300	.79
49970970	51363693	.73
49970970	50233046	.66
49970970	48748066	.60
49970970	48216330	.73
49970970	50519121	.73
49970970	50313296	.67
49970970	50508334	.70
49970970	48102863	.12
49970970	50280975	.65
49970970	48705555	.74
49970970	50006888	.87
49970970	48797135	.64
49970970	49643536	.56
49970970	50448981	.49
49970970	49526681	.56
49970970	49802163	.74
49970970	50134205	.52
49970970	48506610	.09
49970970	48991372	.55
49970970	48947314	.66
49970970	49071267	.72
49970970	50798592	.47
49970970	50307628	.55
49970970	51000252	.70
49970970	50455347	.71
49970970	49446163	.45
49970970	53258297	.73
49970970	50279192	.67
49970970	48537188	.60
49970970	49182864	.74
49970970	50230927	.82
49970970	49319272	.74
49970970	50353164	.51
49970970	48525216	.75
49970970	50374194	.68
49970970	48343853	.75
49970970	48996054	.87
49970970	48240011	.07
49970970	51536262	.60
49970970	48468957	.86
49970970	48177920	.11
49970970	53578372	.49
49970970	48506606	.68
49970970	48496914	.56
49970970	48406628	.09
49970970	50924901	.72
49970970	48552343	.06
49970970	48557390	.59
49970970	49899641	.87
49970970	50208642	.41
49970970	49878988	.74
49970970	50437328	.70
49970970	48613992	.09
49970970	49078286	.87
49970970	50024565	.54
49970970	50572363	.59
49970970	49701587	.74
49970970	50620434	.58
49970970	48493652	.83
49970970	48182912	.60
49970970	51299944	.75
49970970	50415158	.55
49970970	49145250	.60
49970970	50200859	.67
49970970	50328751	.64
49970970	50203241	.70
49970970	48572621	.71
49970970	50720563	.79
49970970	50842115	.56
49970970	48075688	.73
49970970	48668701	.70
49970970	51013313	.67
49970970	48153669	.75
49970970	50221618	.65
49970970	50306603	.60
49970970	50485433	.44
49970970	51096781	.60
49970970	49905882	.62
49970970	49918503	.73
49970970	49031113	.69
49970970	48521971	.68
49970970	48436145	.74
49970970	48802074	.73
49970970	50462402	.53
49970970	49102724	.71
49970970	48092880	.75
49970970	48101046	.10
49970970	49776562	.88
49970970	48228724	.10
49970970	48394003	.50
49970970	50228138	.70
49970970	52047548	.72
49970970	50982408	.08
49970970	49537782	.58
49970970	50192815	.57
49970970	50772529	.67
49970970	51605737	.70
49970970	50270330	.60
49970970	50220854	.71
49970970	48183677	.66
49970970	50222738	.67
49970970	48956465	.10
49970970	48187362	.55
49970970	48579863	.75
49970970	49030977	.69
49970970	50165010	.58
49970970	49148753	.45
49970970	48048299	.60
49970970	51009331	.60
49970970	48106625	.13
49970970	50232874	.75
49970970	48626005	.64
49970970	48184107	.70
49970970	50970446	.55
49970970	48280400	.64
49970970	50895806	.07
49970970	52607924	.60
49970970	50174584	.60
49970970	53096996	.78
49970970	48714879	.07
49970970	50013398	.74
49970970	49811177	.69
49970970	48226868	.60
49970970	48100238	.59
49970970	50290197	.64
49970970	48472771	.09
49970970	48970553	.72
49970970	49840152	.51
49970970	50333003	.59
49970970	48248832	.09
48580584	48051177	.03
48580584	49717573	.04
48580584	48158249	.03
48580584	49654143	.03
48580584	48453980	1.00
48350506	49013811	.91
48350506	49970970	.74
48350506	49699411	.78
48350506	48368818	.84
48350506	49123932	.84
48350506	49831485	.81
48350506	49522542	.95
48350506	50229130	.93
48350506	50607264	.69
48350506	48541270	.63
48350506	48731933	.98
48350506	48900860	.68
48350506	49552258	.50
48350506	48298361	.79
48350506	50190337	.91
48350506	48268074	.75
48350506	50780419	.54
48350506	50843655	.84
48350506	48058827	.96
48350506	49415958	.69
48350506	50694913	.67
48350506	48128847	.81
48350506	50292479	.89
48350506	50962572	.68
48350506	48250528	.96
48350506	50845983	.86
48350506	49787673	.96
48350506	48276404	.91
48350506	50209119	.93
48350506	50967309	.75
48350506	50188560	.98
48350506	48283679	.83
48350506	50268300	.73
48350506	51363693	.96
48350506	50233046	.84
48350506	48748066	.75
48350506	48216330	.96
48350506	50519121	.96
48350506	50313296	.86
48350506	50508334	.65
48350506	50280975	.82
48350506	48705555	.97
48350506	50006888	.83
48350506	48797135	.59
48350506	49643536	.68
48350506	50448981	.58
48350506	49526681	.51
48350506	49802163	.97
48350506	50134205	.62
48350506	48991372	.67
48350506	48947314	.83
48350506	49071267	.94
48350506	50798592	.56
48350506	50307628	.66
48350506	51000252	.90
48350506	50455347	.66
48350506	49446163	.52
48350506	53258297	.95
48350506	50279192	.86
48350506	48537188	.74
48350506	49182864	.98
48350506	50230927	.77
48350506	49319272	.98
48350506	50353164	.61
48350506	48525216	.98
48350506	50374194	.87
48350506	48343853	.98
48350506	48996054	.84
48350506	51536262	.74
48350506	48468957	.81
48350506	53578372	.59
48350506	48506606	.87
48350506	48496914	.69
48350506	50924901	.94
48350506	48557390	.72
48350506	49899641	.82
48350506	50208642	.47
48350506	49878988	.98
48350506	50437328	.90
48350506	49078286	.82
48350506	50024565	.65
48350506	50572363	.72
48350506	49701587	.97
48350506	50620434	.72
48350506	48493652	.78
48350506	48182912	.74
48350506	51299944	.98
48350506	50415158	.67
48350506	49145250	.74
48350506	50200859	.86
48350506	50328751	.80
48350506	50203241	.90
48350506	48572621	.66
48350506	50720563	.74
48350506	50842115	.68
48350506	48075688	.96
48350506	48668701	.90
48350506	51013313	.86
48350506	48153669	.98
48350506	50221618	.82
48350506	50306603	.75
48350506	50485433	.51
48350506	51096781	.75
48350506	49905882	.61
48350506	49918503	.96
48350506	49031113	.68
48350506	48521971	.88
48350506	48436145	.98
48350506	48802074	.95
48350506	50462402	.65
48350506	49102724	.66
48350506	48092880	.98
48350506	49776562	.83
48350506	48394003	.60
48350506	50228138	.90
48350506	52047548	.93
48350506	49537782	.71
48350506	50192815	.70
48350506	50772529	.85
48350506	51605737	.90
48350506	50270330	.74
48350506	50220854	.92
48350506	48183677	.84
48350506	50222738	.86
48350506	48187362	.66
48350506	48579863	.98
48350506	49030977	.68
48350506	50165010	.72
48350506	49148753	.52
48350506	48048299	.74
48350506	51009331	.74
48350506	50232874	.98
48350506	48626005	.81
48350506	48184107	.65
48350506	50970446	.66
48350506	48280400	.81
48350506	52607924	.75
48350506	50174584	.75
48350506	53096996	.73
48350506	50013398	.97
48350506	49811177	.89
48350506	48226868	.75
48350506	48100238	.72
48350506	50290197	.62
48350506	48970553	.94
48350506	49840152	.61
48350506	50333003	.73
51241109	48223906	.64
51241109	52002466	.09
51241109	48535193	.88
51241109	49206280	.70
51241109	50243901	.14
51241109	52861437	.78
51241109	53367195	.22
51241109	48298910	.07
51241109	48152008	.21
51241109	48756550	.82
51241109	49906437	.22
48519896	49505929	.59
48519896	52512326	.56
48519896	50085237	.99
48519896	48061593	.49
48519896	49683234	.79
48519896	48276868	.84
48519896	50757141	.99
48519896	51218535	.73
48519896	49949818	.84
48519896	52786963	.90
48519896	50134196	.82
48519896	49718415	.71
48519896	50207790	.69
48519896	52076491	.78
48519896	48531410	.97
48519896	49510176	.53
48519896	49525708	.57
48519896	49518003	.61
48519896	52557175	.87
48519896	50558470	.79
48519896	49895280	.68
48519896	49608409	.57
48519896	50795697	.83
48519896	50205825	.69
48519896	49506307	.66
48519896	48689930	.99
48519896	48335551	.99
48519896	49837474	.54
48519896	52193274	.53
48519896	50344635	.93
48519896	50120459	.91
48519896	51202130	.69
48519896	49514488	.66
48519896	49002527	.80
48519896	49955489	.56
48519896	48527171	.97
48519896	51489362	.97
48519896	49321000	.90
48519896	49171300	.99
48519896	50387207	.79
48519896	49962542	.76
48519896	49331411	.64
48519896	49553021	.59
48519896	49818415	.86
48519896	49522619	.65
48519896	50289355	.55
48519896	50266035	.99
48519896	48172519	.98
48519896	48898102	.92
48519896	52352941	.93
48519896	49991444	.83
48519896	49186095	.93
48519896	51280090	.96
48519896	50782806	.90
48519896	48298910	.69
48519896	52513097	.59
48519896	49523302	.64
48519896	49511200	.58
48519896	49599509	.71
48519896	49405616	.97
48519896	52541525	.69
48519896	49269814	.95
48519896	49512629	.89
48519896	48399005	.82
48519896	49670545	.99
48519896	49631154	.56
48519896	51797219	.66
48519896	51112703	.99
48519896	50151772	.63
48519896	49153215	.74
48519896	49056723	.58
48519896	49518115	.99
48519896	49834694	.83
48519896	49737865	.68
48519896	51125169	.83
48519896	48841742	.67
48519896	48052940	.99
48519896	48351721	.57
48519896	52380615	.97
48519896	49835660	.87
48519896	51450521	.84
48519896	48117511	.50
48519896	49786779	.67
48519896	51080755	.98
48519896	49676155	.61
48519896	50461881	.79
48519896	50089436	.64
48519896	48096905	.53
48519896	49505245	.84
48519896	49891730	.59
48519896	52945041	.60
48519896	49518223	.66
48519896	52470044	.83
48519896	51123197	.84
48519896	52412023	.54
48519896	50146640	.62
48519896	51793345	.74
48519896	50279792	.68
48519896	49280632	.99
48519896	50157690	.78
48519896	50569501	.51
48519896	50313967	.63
48519896	49709023	.64
48519896	50149266	.46
48519896	48462550	.59
48519896	49162538	.81
48519896	49045393	.62
48519896	48406186	.65
48519896	48072438	.63
48519896	51399634	.99
48519896	52790020	.58
48519896	48759022	.69
48519896	49208772	.79
48519896	50782435	.68
48519896	49837344	.91
48519896	49574127	.69
48519896	48071618	.59
48519896	50586177	.56
48519896	49292487	.67
48519896	49990933	.79
48519896	48249633	.99
48519896	50577437	.59
48519896	49171052	.81
48519896	50117626	.99
48519896	49112190	.65
48519896	48709870	.81
49699411	48368818	.70
49699411	49123932	.70
49699411	49831485	.68
49699411	49522542	.77
49699411	48649987	.14
49699411	50229130	.76
49699411	50607264	.78
49699411	48541270	.55
49699411	48731933	.79
49699411	48900860	.58
49699411	49552258	.57
49699411	48298361	.66
49699411	50190337	.86
49699411	48268074	.63
49699411	50780419	.61
49699411	50843655	.70
49699411	48058827	.78
49699411	49415958	.59
49699411	50694913	.58
49699411	48128847	.67
49699411	50292479	.73
49699411	50962572	.58
49699411	48250528	.78
49699411	50845983	.71
49699411	49787673	.78
49699411	48276404	.86
49699411	50209119	.76
49699411	50967309	.63
49699411	50188560	.79
49699411	48283679	.93
49699411	50268300	.83
49699411	51363693	.78
49699411	50233046	.70
49699411	48748066	.63
49699411	48216330	.78
49699411	50519121	.77
49699411	50313296	.71
49699411	50508334	.73
49699411	48102863	.13
49699411	50280975	.68
49699411	48705555	.78
49699411	50006888	.93
49699411	48797135	.67
49699411	49643536	.58
49699411	50448981	.51
49699411	49526681	.58
49699411	49802163	.78
49699411	50134205	.61
49699411	48991372	.57
49699411	48947314	.69
49699411	49071267	.76
49699411	50798592	.49
49699411	50307628	.57
49699411	51000252	.85
49699411	50455347	.74
49699411	49446163	.46
49699411	53258297	.77
49699411	50279192	.71
49699411	48537188	.63
49699411	49182864	.79
49699411	50230927	.87
49699411	49319272	.79
49699411	50353164	.53
49699411	48525216	.79
49699411	50374194	.72
49699411	48343853	.79
49699411	48996054	.93
49699411	51536262	.62
49699411	48468957	.91
49699411	48177920	.11
49699411	53578372	.51
49699411	48506606	.82
49699411	48496914	.59
49699411	50924901	.76
49699411	48557390	.61
49699411	49899641	.92
49699411	50208642	.43
49699411	49878988	.79
49699411	50437328	.74
49699411	49078286	.92
49699411	50024565	.63
49699411	50572363	.62
49699411	49701587	.78
49699411	50620434	.61
49699411	48493652	1.00
49699411	48182912	.63
49699411	51299944	.79
49699411	50415158	.58
49699411	49145250	.63
49699411	50200859	.71
49699411	50328751	.76
49699411	50203241	.74
49699411	48572621	.74
49699411	50720563	.83
49699411	50842115	.59
49699411	48075688	.77
49699411	48668701	.73
49699411	51013313	.71
49699411	48153669	.79
49699411	50221618	.68
49699411	50306603	.63
49699411	50485433	.46
49699411	51096781	.63
49699411	49905882	.53
49699411	49918503	.77
49699411	49031113	.58
49699411	48521971	.72
49699411	48436145	.79
49699411	48802074	.77
49699411	50462402	.56
49699411	49102724	.75
49699411	48092880	.79
49699411	49776562	.94
49699411	48394003	.52
49699411	50228138	.85
49699411	52047548	.76
49699411	49537782	.60
49699411	50192815	.60
49699411	50772529	.70
49699411	51605737	.85
49699411	50270330	.63
49699411	50220854	.75
49699411	48183677	.70
49699411	50222738	.71
49699411	48187362	.57
49699411	48579863	.79
49699411	49030977	.58
49699411	50165010	.61
49699411	49148753	.46
49699411	48048299	.63
49699411	51009331	.63
49699411	48106625	.14
49699411	50232874	.79
49699411	48626005	.68
49699411	48184107	.73
49699411	50970446	.57
49699411	48280400	.68
49699411	52607924	.63
49699411	50174584	.63
49699411	53096996	.82
49699411	50013398	.78
49699411	49811177	.73
49699411	48226868	.63
49699411	48100238	.61
49699411	50290197	.54
49699411	48970553	.77
49699411	49840152	.53
49699411	50333003	.62
52368079	48584328	.92
52368079	48864985	.69
52368079	48713604	1.00
52368079	48595446	.85
52368079	48859169	.08
52368079	51510655	.16
52368079	51832451	1.00
52368079	49280884	.28
52368079	48056972	.92
49298719	48847951	.67
49298719	52264638	.71
49298719	48061593	.25
49298719	52381075	.71
49298719	48051177	.70
49298719	48844755	.74
49298719	49255290	.71
49298719	50251798	.68
49298719	50661648	.14
49298719	52625161	.70
49298719	48076063	.73
49298719	52520472	.62
49298719	50855622	.55
49298719	48254517	.62
49298719	49717573	.57
49298719	49608409	.29
49298719	48183999	.70
49298719	49880453	.75
49298719	48096184	.64
49298719	48853599	.03
49298719	48330613	.70
49298719	50231736	.15
49298719	49436841	.65
49298719	48900892	.74
49298719	50740240	.43
49298719	50215936	.14
49298719	52584888	.64
49298719	49331411	.32
49298719	49553021	.29
49298719	51478675	.69
49298719	50289355	.28
49298719	52467561	.64
49298719	49110818	.59
49298719	52502189	.68
49298719	48780603	.68
49298719	53749841	.71
49298719	50946420	.65
49298719	48403832	.71
49298719	49984267	.46
49298719	50505042	.74
49298719	49520858	.68
49298719	48383521	.74
49298719	48158249	.83
49298719	49857232	.68
49298719	49510006	.71
49298719	48986999	.71
49298719	50854359	.66
49298719	49654143	.72
49298719	48264118	.74
49298719	51091539	.65
49298719	50193771	.55
49298719	48204141	.68
49298719	48117511	.25
49298719	51221777	.15
49298719	50089436	.32
49298719	50121333	.71
49298719	48053904	.57
49298719	53010200	.64
49298719	49088847	.75
49298719	50379839	.55
49298719	49316751	.91
49298719	49709023	.32
49298719	50149266	.23
49298719	52524112	.68
49298719	49752149	.46
49298719	52528693	.62
49298719	49053215	.01
49298719	48072438	.31
49298719	49502600	.67
49298719	49398894	.57
49298719	50387952	.41
49298719	48609069	.54
49298719	50683786	.63
49298719	49507160	.64
49298719	49475177	.69
49298719	53452713	.69
49345357	49534219	.11
49345357	48415042	.34
49345357	48987512	.17
49345357	49962714	.12
49345357	49067062	.61
49345357	50840101	.23
49345357	48956927	.37
49345357	48187964	.17
49345357	48938385	.52
49345357	48417505	.39
49345357	49389422	.38
49345357	48938019	.74
49345357	48944875	.68
49345357	48275494	.08
49345357	52522565	.14
49925484	49430537	.13
49925484	48522849	.09
49925484	49171623	.14
49925484	50676654	.10
49925484	50982408	.02
49925484	48481003	.08
48366563	48541270	.28
48366563	48900860	.30
48366563	48184969	.95
48366563	48929139	.84
48366563	49552258	.22
48366563	49324366	.64
48366563	50780419	.24
48366563	48641577	.97
48366563	53643962	.97
48366563	52979555	.97
48366563	49088507	.56
48366563	50962572	.31
48366563	49343024	.96
48366563	48125230	.64
48366563	49632291	.76
48366563	49265339	.88
48366563	49526681	.23
48366563	51069552	.55
48366563	48991372	.30
48366563	48062821	.58
48366563	50798592	.25
48366563	48699573	.58
48366563	49446163	.23
48366563	49314386	.60
48366563	51554366	.51
48366563	49092291	.35
48366563	50428842	.60
48366563	48240011	.58
48366563	48859169	.53
48366563	48552343	.36
48366563	50208642	.21
48366563	51017702	.60
48366563	48563650	.59
48366563	50024565	.29
48366563	50694881	.60
48366563	48371604	.61
48366563	48980380	.62
48366563	49017682	.70
48366563	50842115	.31
48366563	50485433	.23
48366563	51383618	.58
48366563	49905882	.27
48366563	48104842	.68
48366563	48433783	.67
48366563	49684857	.39
48366563	50644976	.52
48366563	50217075	.77
48366563	49568073	.58
48366563	48394003	.27
48366563	50605219	.69
48366563	50982408	.67
48366563	49603939	.92
48366563	49148753	.23
48366563	48211891	.95
48366563	49706823	.58
48366563	48395804	.49
48366563	51685490	.56
48366563	51020317	.97
48366563	49053215	.70
48366563	50895806	.58
48366563	49432579	.67
48366563	48714879	.62
48366563	49617486	.60
48366563	48497358	.61
48366563	50290197	.28
48366563	49930680	.80
48366563	52390368	.67
48366563	50873764	.81
48366563	48270127	.93
49505929	52512326	.95
49505929	50085237	.59
49505929	52946371	.39
49505929	48061593	.63
49505929	49683234	.74
49505929	48276868	.53
49505929	50757141	.59
49505929	49074620	.13
49505929	51218535	.69
49505929	49949818	.53
49505929	52786963	.56
49505929	50134196	.52
49505929	49718415	.68
49505929	50207790	.85
49505929	52076491	.73
49505929	48531410	.58
49505929	49510176	.90
49505929	49525708	.96
49505929	49518003	.77
49505929	52557175	.54
49505929	50558470	.73
49505929	49895280	.84
49505929	48650831	.23
49505929	50236128	.23
49505929	49608409	.41
49505929	50795697	.53
49505929	50205825	.66
49505929	49506307	.64
49505929	48689930	.59
49505929	48335551	.59
49505929	49837474	.39
49505929	52193274	.90
49505929	50344635	.57
49505929	50120459	.56
49505929	51202130	.85
49505929	49514488	.82
49505929	49002527	.52
49505929	49567172	.23
49505929	49955489	.40
49505929	49136340	.26
49505929	48527171	.58
49505929	50740240	.19
49505929	51489362	.58
49505929	49321000	.56
49505929	49171300	.59
49505929	50387207	.73
49505929	49962542	.71
49505929	49331411	.44
49505929	49553021	.42
49505929	49818415	.54
49505929	49522619	.81
49505929	50289355	.56
49505929	50266035	.59
49505929	48172519	.58
49505929	48898102	.56
49505929	52352941	.57
49505929	49991444	.53
49505929	49186095	.57
49505929	51280090	.58
49505929	50782806	.55
49505929	48298910	.47
49505929	52513097	1.00
49505929	49523302	.80
49505929	49511200	1.00
49505929	49599509	.68
49505929	49405616	.58
49505929	52541525	.85
49505929	49269814	.57
49505929	49512629	.55
49505929	48399005	.52
49505929	49670545	.59
49505929	49631154	.95
49505929	51797219	.82
49505929	51112703	.59
49505929	50151772	.79
49505929	49153215	.70
49505929	49056723	1.00
49505929	49518115	.59
49505929	49834694	.53
49505929	50594507	.25
49505929	49737865	.85
49505929	51125169	.53
49505929	48841742	.83
49505929	48052940	.59
49505929	48351721	.72
49505929	52380615	.58
49505929	49835660	.54
49505929	51450521	.53
49505929	48117511	.64
49505929	49786779	.83
49505929	51080755	.58
49505929	49676155	.77
49505929	50461881	.51
49505929	50089436	.44
49505929	48096905	.90
49505929	49505245	.53
49505929	49891730	1.00
49505929	52945041	.76
49505929	49518223	.82
49505929	52470044	.53
49505929	51123197	.53
49505929	52412023	.92
49505929	50146640	.78
49505929	51793345	.70
49505929	50279792	.84
49505929	49280632	.59
49505929	50157690	.51
49505929	50569501	.88
49505929	50313967	.79
49505929	49709023	.44
49505929	50149266	.60
49505929	49752149	.20
49505929	48462550	1.00
49505929	49162538	.52
49505929	51240223	.26
49505929	49045393	.77
49505929	48406186	.81
49505929	48072438	.44
49505929	51399634	.59
49505929	52790020	.98
49505929	48759022	.85
49505929	49208772	.74
49505929	50782435	.84
49505929	49837344	.56
49505929	49574127	.85
49505929	48071618	.74
49505929	50586177	.71
49505929	49292487	.84
49505929	49990933	.74
49505929	48249633	.59
49505929	50577437	.75
49505929	49171052	.52
49505929	50117626	.59
49505929	49112190	.81
49505929	48709870	.52
49323099	48047079	.65
49323099	49579282	.68
49323099	48448473	.70
49323099	48163641	.62
49323099	48350850	.67
49323099	49901806	.59
49323099	51283708	.64
49323099	49045221	.11
49323099	48140858	.62
49323099	50624046	.63
49323099	48614158	.57
49323099	48585577	.73
49323099	48107055	.06
49323099	49562499	.71
49323099	48067514	.71
49323099	50298011	.64
49323099	50205646	.55
49323099	49186905	.68
49323099	48201729	.69
49323099	49608656	.63
49323099	48257255	.62
49323099	49088507	.06
49323099	50557234	.61
49323099	48156460	.67
49323099	50647391	.64
49323099	48372019	.72
49323099	51853018	.69
49323099	49837474	.37
49323099	50501787	.67
49323099	48641632	.67
49323099	48490889	.11
49323099	49962714	.10
49323099	49955489	.38
49323099	49141525	.69
49323099	50304156	.64
49323099	48347331	.67
49323099	48218065	.59
49323099	48342098	.69
49323099	48814309	.65
49323099	49788257	.25
49323099	48541801	.62
49323099	49866334	.06
49323099	48822571	.70
49323099	50552404	.63
49323099	49592980	.70
49323099	50087098	.61
49323099	51087158	.68
49323099	49094597	.57
49323099	48306694	.74
49323099	48493755	.60
49323099	52110869	.59
49323099	48105448	.73
49323099	48952993	.64
49323099	48647534	.64
49323099	50482884	.64
49323099	49188960	.64
49323099	48552343	.44
49323099	50236646	.11
49323099	48094854	.67
49323099	51476300	.64
49323099	48340341	.66
49323099	48932445	.71
49323099	48235169	.60
49323099	48072619	.64
49323099	51146117	.64
49323099	49978705	.71
49323099	49704364	.55
49323099	49745105	.63
49323099	48959098	.71
49323099	51252580	.73
49323099	50421287	.63
49323099	48589141	.69
49323099	49932759	.58
49323099	48304305	.68
49323099	50942353	.10
49323099	49161120	.67
49323099	50849510	.11
49323099	48729915	.71
49323099	50217075	.07
49323099	50284753	.73
49323099	48608894	.71
49323099	52584907	.65
49323099	50807507	.62
49323099	50649853	.64
49323099	51402579	.65
49323099	48477949	.73
49323099	49918479	.62
49323099	49964093	.63
49323099	49433936	.68
49323099	48750199	.67
49323099	48376580	.71
49323099	50655738	.65
49323099	49743961	.63
49323099	48066517	.62
49323099	50394873	.66
49323099	51279791	.58
49323099	51125013	.63
49323099	49940813	.64
49323099	49162667	.20
49323099	51050257	.68
49323099	48152674	.70
49323099	48340392	.62
49323099	50490304	.11
49323099	49718346	.61
49323099	48121916	.67
49323099	48714879	.06
49323099	50642308	.25
49323099	49127834	.69
49323099	48609069	.17
49323099	49930680	.07
49323099	49748063	.64
49323099	49839610	.64
49323099	48720833	.50
49323099	49768770	.61
49323099	49836676	.64
49575679	51387873	.37
49575679	52473290	.67
49575679	51010390	.64
49575679	52281848	.72
49575679	52421999	.37
49575679	51912404	.62
49575679	48584288	.43
49575679	49592840	.78
49575679	50694822	.52
49575679	51071090	.33
49575679	52387452	.31
49575679	50696931	.35
49575679	50701321	.39
49575679	49586341	.78
49575679	51215836	.33
49575679	52424462	.46
49575679	49720178	.44
49575679	52390368	.24
49083573	50242053	.47
49083573	48225095	.42
49083573	49306385	.38
49083573	49130606	.42
49083573	51179516	.45
49083573	50004406	.46
49083573	48279382	.40
49083573	50855622	.22
49083573	50557234	.18
49083573	51125414	.87
49083573	49473098	.37
49083573	48477861	.78
49083573	50333864	.49
49083573	49811804	.48
49083573	48723637	.51
49083573	49992868	.47
49083573	48682572	.44
49083573	50088142	.33
49083573	49663548	.37
49083573	48363789	.90
49083573	48218065	.18
49083573	51468059	.45
49083573	48333959	.49
49083573	49945649	.35
49083573	52032739	.45
49083573	48201505	.48
49083573	48236765	.51
49083573	49092291	.14
49083573	48767355	.50
49083573	48594851	.41
49083573	50169576	.44
49083573	48604516	.47
49083573	48380892	.42
49083573	49984267	.19
49083573	50505042	.19
49083573	50405977	.48
49083573	50131769	.46
49083573	48246348	.41
49083573	52583886	.42
49083573	48125093	.47
49083573	49931541	.45
49083573	50193771	.22
49083573	48308826	.45
49083573	50026939	.96
49083573	49796452	.42
49083573	48161526	.51
49083573	50379839	.22
49083573	50177216	.45
49083573	53245599	.51
49083573	50690076	.44
49083573	49730100	.81
49083573	49948350	.41
49083573	50387952	.17
49083573	48275494	.40
49083573	50093144	.31
49083573	49194719	.41
48368818	49123932	.74
48368818	49831485	.72
48368818	49522542	.83
48368818	48255269	.10
48368818	50229130	.82
48368818	50607264	.63
48368818	48541270	.58
48368818	48731933	.86
48368818	48900860	.62
48368818	49552258	.47
48368818	48298361	.71
48368818	50190337	.80
48368818	48268074	.67
48368818	50780419	.50
48368818	50843655	.74
48368818	48058827	.84
48368818	49415958	.62
48368818	50694913	.61
48368818	48128847	.96
48368818	50292479	.78
48368818	50962572	.62
48368818	48250528	.84
48368818	50845983	.76
48368818	49787673	.84
48368818	48276404	.80
48368818	50209119	.82
48368818	50967309	.67
48368818	50188560	.86
48368818	48283679	.74
48368818	50268300	.66
48368818	51363693	.84
48368818	50233046	1.00
48368818	48748066	.67
48368818	48216330	.84
48368818	50519121	.83
48368818	50313296	.76
48368818	50508334	.59
48368818	48102863	.12
48368818	50280975	.73
48368818	48705555	.85
48368818	50006888	.73
48368818	48797135	.70
48368818	49643536	.81
48368818	50448981	.53
48368818	49526681	.47
48368818	49802163	.84
48368818	50134205	.57
48368818	48991372	.61
48368818	48947314	.99
48368818	49071267	.82
48368818	50798592	.52
48368818	50307628	.78
48368818	51000252	.80
48368818	50455347	.60
48368818	49446163	.48
48368818	53258297	.83
48368818	50279192	.76
48368818	48537188	.67
48368818	49182864	.85
48368818	50230927	.69
48368818	49319272	.85
48368818	50353164	.56
48368818	48525216	.86
48368818	50374194	.77
48368818	48343853	.86
48368818	48996054	.73
48368818	51536262	.66
48368818	48468957	.72
48368818	53578372	.69
48368818	48506606	.77
48368818	48496914	.62
48368818	50924901	.82
48368818	48557390	.65
48368818	49899641	.73
48368818	50208642	.56
48368818	49878988	.85
48368818	50437328	.79
48368818	49078286	.73
48368818	50024565	.59
48368818	50572363	.65
48368818	49701587	.84
48368818	50620434	.85
48368818	48493652	.70
48368818	48182912	.67
48368818	51299944	.86
48368818	50415158	.61
48368818	49145250	.67
48368818	50200859	.76
48368818	50328751	.71
